cid  ;ano;aaua;nvt;rm;abt;eec;cmp;pibpc;att;mert;dd;at;dsmc;fvt;meit;mct;cavt;mpet;vhd;meft;lat;vlc;vhct;mem;ipdm;mep;hiv;obit;bcg;hepa;hepb;poli;fa;dmt;rota;meni;pne;tri;tet;dtp;tpb;papi;cvdt;cvta;aaq;saldo;class
Curitiba;2011;684873;25249;5076419875,33;372;4661197;264327;37361;28746;394553;4051,81;435,495;;1255820;57470;31438;120906630;26032;;239905;;;;81041;0,8746;16137;506;9966;103,39;;101,58;100,12;1,12;4926777642,67;93,07;127,73;97,85;95,29;;99,75;;;;;;149642232,66;positivo
Curiúva;2011;3534;180;20943554,05;3;15502;2963;10056;34;3295;24,42;573,465;281,02;4478;283;37;531627;246;;2422;;;;590;0,5844;;1;104;117,48;;119,42;110,19;114,56;18583449,83;113,59;108,25;100,49;106,31;;110,19;;;;;;2360104,22;positivo
Diamante D'Oeste;2011;1127;72;11767899,89;;5615;1028;11251;9;1181;16,3;309,147;576,7;1543;122;72;160005;50;;863;;;;196;0,6483;;1;28;81,61;;78,16;85,06;66,67;11143826,86;79,31;67,82;59,77;86,21;;85,06;;;;;;624073,030000001;positivo
Diamante do Norte;2011;1682;54;14416890,94;1;6080;830;32701;18;1461;22,49;243,257;583,17;2616;204;105;286227;99;;780;;;;467;0,6825;10;;43;86,76;;104,41;100;105,88;13303176,77;101,47;139,71;105,88;95,59;;100;;;;;;1113714,17;positivo
Diamante do Sul;2011;456;45;9581807,74;;2644;962;10508;1;1003;10,11;345,981;411,38;878;63;19;64743;44;;742;;;;198;0,6262;;;31;;;87,8;87,8;73,17;8481466,15;63,41;143,9;73,17;82,93;;82,93;;;;;;1100341,59;positivo
Dois Vizinhos;2011;11231;531;57664384,51;5;139110;4540;21746;465;8812;87,11;419,017;464,14;20275;1179;359;1616813;820;;5407;;;;2002;0,8065;224;2;206;115,55;;98,08;95,39;91,36;53704048,92;91,36;88,1;94,82;93,47;;95,39;;;;;;3960335,59;positivo
Douradina;2011;2592;113;17011021,99;2;13215;1954;42374;;1591;17,95;420,255;609,53;3898;290;100;421605;190;;982;;;;319;0,8495;;2;45;115,69;;117,65;127,45;116,67;17965865,27;112,75;153,92;123,53;127,45;;127,45;;;;;;-954843,280000001;negativo
Doutor Camargo;2011;2100;59;9978307,76;1;8181;1040;14470;15;1101;49,33;118,233;477,58;3162;209;65;336760;144;;620;;;;272;0,7235;;1;43;54;;124;126;124;9161255,87;128;150;126;132;;124;;;;;;817051,890000001;positivo
Doutor Ulysses;2011; ;65;10746720,33;;2663;1595;9161;2;1677;7,25;787,32;131,45;980;50;18;;32;;1344;;;;283;0,4866;;;32;89,06;;134,38;176,56;114,06;9859192,54;84,38;81,25;62,5;137,5;;168,75;;;;;;887527,790000001;positivo
Enéas Marques;2011;761;62;14497918,86;1;19373;1512;18691;9;1482;31,44;193,461;498,62;2976;130;27;116079;103;;1032;;;;320;0,7503;;;41;126,32;;145,61;136,84;117,54;13768003,89;114,04;161,4;117,54;149,12;;133,33;;;;;;729914,969999999;positivo
Engenheiro Beltrão;2011;4813;158;22132006,01;3;19890;3206;19419;43;3069;29,6;469,424;456,91;6219;640;238;790100;402;;1852;;;;577;0,7856;;3;102;98,19;;128,31;130,72;100,6;21758565,66;94,58;109,64;121,08;87,95;;130,72;;;;;;373440,350000001;positivo
Entre Rios do Oeste;2011; ;47;16465849,16;1;14262;1098;24161;18;960;33,01;120,327;610,55;2251;215;104;;111;;547;;;;198;0,8132;;1;22;81,48;;72,22;79,63;74,07;15761284,38;85,19;96,3;55,56;79,63;;79,63;;;;;;704564,779999999;positivo
Esperança Nova;2011;527;18;8496365,34;;3092;536;11657;;420;13,66;142,358;639;890;80;45;80364;35;;252;;;;88;0,7343;;1;11;85,71;;85,71;80,95;90,48;8794485;76,19;109,52;66,67;109,52;;80,95;;;;;;-298119,66;negativo
Espigão Alto do Iguaçu;2011;618;73;11902424,15;;5255;749;12661;1;1186;14,41;320,87;419,4;1289;131;58;86158;73;;843;;;;212;0,6166;;1;32;80,49;;102,44;103,66;91,46;11745621,91;89,02;109,76;78,05;89,02;;103,66;;;;;;156802,24;positivo
Farol;2011;763;57;9673195,74;;4906;879;24466;;850;11,78;291,6;472,62;1192;116;29;116156;87;;540;;;;194;0,7232;;;22;130,43;;97,83;95,65;82,61;9090679,13;93,48;113,04;113,04;73,91;;95,65;;;;;;582516,609999999;positivo
Faxinal;2011;5268;268;24347271,67;4;27166;5032;15148;44;4047;22,94;713,68;323,85;7113;436;237;836187;199;;2652;;;;889;0,6516;70;3;135;111,06;;99,15;94,89;97,02;21573300,47;75,74;126,81;102,13;110,21;;94,89;;;;;;2773971,2;positivo
Fazenda Rio Grande;2011;26889;1595;98318142,07;5;122734;23160;10212;255;23045;720,4;115,377;31,35;28029;3244;895;4033956;2349;;15208;;;;4071;0,6637;522;22;493;152,5;;115,22;127,98;20,45;101520611,81;107,07;130,59;88,47;120,83;;133,28;;;;;;-3202469,74000001;negativo
Fênix;2011;1551;48;10882575;1;5386;374;16927;9;1218;20,5;233,811;423;1875;187;41;252850;146;;644;;;;387;0,6962;;;33;102,27;;106,82;106,82;127,27;10752502,96;129,55;150;111,36;127,27;;106,82;;;;;;130072,039999999;positivo
Fernandes Pinheiro;2011;876;110;14920964,46;1;7251;1528;14073;6;1586;14,51;406,633;149,81;1737;167;59;123671;108;;1142;;;;277;0,6531;;;40;116,28;;117,44;116,28;119,77;14722478,64;109,3;132,56;108,14;118,6;;115,12;;;;;;198485,82;positivo
Figueira;2011;2885;114;11756491,22;1;16807;1914;10310;19;1971;63,4;129,905;303,16;2764;193;66;439806;127;;1359;;;;419;0,6701;;2;71;101,65;;95,04;100;101,65;12098968,38;92,56;134,71;99,17;114,05;;100;;;;;;-342477,16;negativo
Flor da Serra do Sul;2011;710;59;14241926,13;;6454;1595;15402;1;1114;18,53;254,27;514,7;1819;73;27;98104;46;;769;;;;272;0,7134;;;19;138,64;;147,73;159,09;140,91;12932795,64;147,73;184,09;170,45;140,91;;159,09;;;;;;1309130,49;positivo
Floraí;2011;1875;56;11457483,05;2;9609;889;23837;11;862;26,39;190,644;470,73;2603;118;63;301016;55;;524;;;;220;0,7829;;1;33;78,18;;87,27;92,73;60;11100075,14;87,27;141,82;116,36;69,09;;89,09;;;;;;357407,91;positivo
Floresta;2011;2133;84;11129100,94;1;9505;968;16133;8;1279;37;162,007;445,47;3664;321;110;350135;211;;702;;;;256;0,7409;;1;35;80;;92,5;88,75;92,5;10662463,27;93,75;137,5;97,5;96,25;;87,5;;;;;;466637,67;positivo
Florestópolis;2011;3685;178;16549831,02;2;16568;2425;11287;15;2462;44,7;249,394;455,76;3792;464;88;604320;376;;1564;;;;434;0,733;;1;102;117,33;;102,67;114;108,67;14712987,88;117,33;132;95,33;106,67;;112;;;;;;1836843,14;positivo
Flórida;2011; ;27;9924690,07;1;3768;1011;12101;3;597;30,7;83,14;458,54;1242;137;85;;52;;348;;;;112;0,7728;;2;20;108;;156;152;132;8390604,26;124;200;144;112;;152;;;;;;1534085,81;positivo
Formosa do Oeste;2011;2044;69;13713830,04;2;16094;1690;16271;24;1423;27,08;275,076;564,71;4123;218;150;324552;68;;851;;;;292;0,7417;62;1;59;76,47;;84,71;85,88;81,18;12816702,5;82,35;107,06;68,24;92,94;;85,88;;;;;;897127,539999999;positivo
Foz do Iguaçu;2011;90770;4312;534341578,86;22;481662;29382;26157;2991;65775;419,36;610,209;630,2;128674;10317;4307;15960795;6010;;41153;;;;12993;0,7474;1312;81;1388;106,92;;98,23;102,04;93,22;531782382,48;90,13;117,17;95,01;93,63;;103,7;;;;;;2559196,37999999;positivo
Foz do Jordão;2011;1617;100;13095279,91;;4651;1587;11533;13;1376;22,89;233,631;352,27;1583;130;21;223820;109;;1050;;;;196;0,6516;;;40;115,66;;116,87;116,87;122,89;12360562,1;113,25;143,37;122,89;110,84;;116,87;;;;;;734717,810000001;positivo
Francisco Alves;2011;1898;78;13121520,02;;8300;714;13215;;1484;19,88;320,765;635,46;2672;283;83;286910;200;;926;;;;275;0,6731;;;51;92,59;;116,05;119,75;106,17;12148633,86;104,94;156,79;138,27;103,7;;118,52;;;;;;972886,16;positivo
Francisco Beltrão;2011;25872;1189;123724294,07;6;219544;11797;18589;1208;19163;109,12;731,731;474,41;43446;2971;1131;3971597;1840;;11493;;;;4234;0,8045;465;8;482;100,79;;93,68;94,29;89,46;121126628,59;80,95;38,45;71,03;91,31;;94,82;;;;;;2597665,47999999;positivo
General Carneiro;2011;3158;186;21340030,06;3;15880;2532;15771;25;3514;12,73;1072,013;278,4;4253;256;74;452271;182;;2709;;;;549;0,6348;;2;79;89,92;;81,05;94,76;69,76;20382084,62;88,71;100;78,23;88,31;;95,16;;;;;;957945,439999998;positivo
Godoy Moreira;2011;789;33;9660657,26;;2748;766;9220;;707;24,9;132,467;435,96;1125;111;35;111837;76;;414;;;;182;0,7272;;;20;79,59;;93,88;93,88;89,8;7674014,32;89,8;122,45;89,8;89,8;;93,88;;;;;;1986642,94;positivo
Goioerê;2011;10001;341;45407033,6;4;56219;4059;15448;225;6543;51,17;566,028;517,94;14229;1049;614;1635490;435;;3957;;;;1288;0,7273;249;3;210;102,91;;99,42;97,67;74,71;40552539,95;95,35;127,62;87,21;97,38;;98,26;;;;;;4854493,65;positivo
Goioxim;2011;727;108;13705917,77;;5394;1986;11265;6;2006;10,63;701,594;328,07;1640;148;68;105041;80;;1534;;;;324;0,5696;;;38;98,29;;120,51;117,95;105,13;13041447,71;91,45;70,94;105,13;102,56;;108,55;;;;;;664470,059999999;positivo
Grandes Rios;2011;1617;75;10595278,6;1;6759;1261;12272;6;1483;21,4;305,183;359,2;2203;123;63;241631;60;;1004;;;;356;0,6015;;;60;70,71;;80,81;76,77;80,81;10301130,68;73,74;92,93;87,88;81,82;;73,74;;;;;;294147,92;positivo
Guaíra;2011;9683;534;51157994,21;4;55959;2583;15943;191;7268;54,25;568,845;679,86;19167;933;195;1638536;738;;4959;;;;1281;0,6186;95;6;256;123,96;;128,57;119,59;115,9;49580269,67;101,38;137,56;118,43;122,35;;120,51;;;;;;1577724,54;positivo
Guairaçá;2011;1894;97;14068865,81;;7829;1319;18381;17;1315;12,6;493,553;527,06;2254;210;57;293760;153;;872;;;;233;0,6907;;;51;93,46;;92,52;87,85;79,44;12454975,86;85,05;124,3;96,26;69,16;;87,85;;;;;;1613889,95;positivo
Guamiranga;2011;1006;136;16001507,21;;10210;2065;16203;4;1948;32,73;243,157;191,7;2892;190;63;141178;127;;1321;;;;437;0,6613;;1;57;119;;118;114;107;13030527,38;115;143;125;102;;117;;;;;;2970979,83;positivo
Guapirama;2011;1219;50;9890242,04;;4796;1089;14412;;949;20,52;189,03;345,85;1314;145;108;178485;37;;566;;;;238;0,6471;;;31;91,18;;107,35;98,53;86,76;8710323,4;104,41;110,29;82,35;85,29;;98,53;;;;;;1179918,64;positivo
Guaporema;2011;562;22;8165689,81;;3867;506;15818;1;484;11,08;200,755;552,6;863;100;50;92777;50;;288;;;;96;0,7498;;;19;120;;120;125;110;7322522,92;105;125;105;115;;120;;;;;;843166,89;positivo
Guaraci;2011;1634;62;11878651,3;;11427;1434;11620;8;1275;24,3;212,304;459,84;2115;214;98;267304;116;;806;;;;255;0,7027;;;54;106,78;;110,17;120,34;113,56;10454239,97;122,03;125,42;76,27;111,86;;120,34;;;;;;1424411,33;positivo
Guaraniaçu;2011;3121;198;25729457,86;4;20574;2944;14525;41;3507;11,6;1240,063;427,51;5851;410;181;447500;229;;2306;;;;791;0,713;;3;125;110,05;;84,21;87,56;92,82;23474359,48;95,22;118,66;84,69;95,22;;89,95;;;;;;2255098,38;positivo
Guarapuava;2011;53781;2833;197326045,08;13;363796;32079;17305;1590;42497;52,98;3177,598;252,7;75123;3621;2140;8413396;1481;;29471;;;;7849;0,7224;1556;46;1127;107,26;;95,69;101,44;93,42;172532987,47;94,03;112,08;80,55;94,03;;101,44;;;;;;24793057,61;positivo
Guaraqueçaba;2011;861;103;16102660,39;1;5663;1435;6816;7;2129;3,39;2315,733;176,1;426;103;54;138698;49;;1628;;;;398;0,5243;;2;48;124,27;;133,01;134,95;115,53;12466220,09;116,5;133,98;123,3;127,18;;135,92;;;;;;3636440,3;positivo
Guaratuba;2011;22051;406;63095739,99;4;99475;4189;11390;249;8586;24,44;1328,48;117,73;10119;1497;557;3490916;940;;5666;;;;1423;0,6269;;12;235;92,12;;89,28;110,5;78,34;60061409,22;91,25;116,63;94,31;93,65;;112,69;;;;;;3034330,77;positivo
Honório Serpa;2011;818;70;13473277,16;;10441;934;18452;10;1591;11,68;503,674;427,23;2026;140;42;122433;98;;1120;;;;331;0,7118;;;47;70,59;;74,51;70,59;79,41;12823872,43;65,69;81,37;62,75;100;;70,59;;;;;;649404,73;positivo
Ibaiti;2011;9190;409;33510367,03;5;45193;5290;14317;106;7343;32,13;900,233;295,6;10632;796;440;1402109;356;;4713;;;;1527;0,6888;307;13;242;118,8;;121,45;117,11;124,1;23389849,35;103,13;122,17;100,72;126,99;;117,11;;;;;;10120517,68;positivo
Ibema;2011;1862;101;11955829,61;;9136;1450;12302;7;1725;40,53;150,039;452;2121;304;97;256257;207;;1065;;;;356;0,6944;;;45;80,72;;131,33;133,73;110,84;11061987,11;114,46;126,51;127,71;120,48;;133,73;;;;;;893842,5;positivo
Ibiporã;2011;17992;660;88200324,55;5;120411;5958;26015;311;11277;162,82;298,87;407,27;22537;1781;733;2651900;1048;;7010;;;;2152;0,7424;334;5;344;98,58;;92,35;92,07;88,1;81802724,31;87,68;109,21;86,97;83,85;;92,21;;;;;;6397600,24;positivo
Icaraíma;2011;2788;116;14677275,14;3;13292;1067;12796;27;1926;12,61;693,684;648,77;3703;244;50;460535;194;;1273;;;;409;0,6845;;;70;105,94;;94,06;108,91;99,01;13675139,95;108,91;136,63;119,8;102,97;;108,91;;;;;;1002135,19;positivo
Iguaraçu;2011;1447;51;12420941,14;1;10310;564;21593;2;901;24,58;163,247;435,24;1803;214;116;245280;98;;514;;;;173;0,7515;;;31;71,11;;120;120;128,89;11820181,35;104,44;168,89;104,44;137,78;;117,78;;;;;;600759,790000001;positivo
Iguatu;2011;584;27;8069833,99;;2415;455;19992;;541;20,78;107,466;550,73;812;104;66;85170;38;;330;;;;107;0,7529;;;21;45,45;;75,76;75,76;63,64;7550113,11;75,76;96,97;84,85;69,7;;75,76;;;;;;519720,88;positivo
Imbaú;2011;2866;158;15861717,75;2;10223;533;9867;2;3077;34,57;330,154;217,9;3441;278;53;375804;225;;2270;;;;529;0,61;;;75;72,73;;72,27;72,27;74,09;14992533,56;72,73;107,27;60,91;78,18;;85,45;;;;;;869184,19;positivo
Imbituva;2011;6814;436;35925462,5;4;53027;4464;14429;58;6872;37,92;758,479;174,3;11784;543;194;990477;349;;5266;;;;1063;0,6894;;2;177;105,77;;98,85;99,31;94,69;33373162,97;99,31;96,3;101,39;84,06;;99,31;;;;;;2552299,53;positivo
Inácio Martins;2011;2146;140;18764454,44;2;9667;1327;8063;5;2900;11,68;936,592;205,14;2658;283;81;290436;202;;2265;;;;352;0,6058;;;48;75,4;;82,35;82,89;92,51;16311490,87;69,52;80,21;81,28;99,47;;82,89;;;;;;2452963,57;positivo
Inajá;2011;1057;39;7083639,66;;5173;837;11948;5;715;15,4;194,374;517,53;1125;130;41;168454;89;;433;;;;152;0,6596;;;24;119,44;;100;100;127,78;7814236,15;108,33;183,33;108,33;102,78;;100;;;;;;-730596,49;negativo
Indianópolis;2011;1278;62;10567520,84;;12406;1143;47027;24;964;35,24;122,187;530,03;2168;189;65;199649;124;;580;;;;195;0,7475;;1;33;132,61;;143,48;136,96;143,48;10034126,26;136,96;171,74;134,78;132,61;;136,96;;;;;;533394,58;positivo
Ipiranga;2011;1915;186;25209591,49;2;17344;2427;17043;34;3548;15,34;926,955;167,02;5319;343;103;272177;240;;2594;;;;551;0,6276;60;;72;89;;93;88,5;87,5;21657732,04;89,5;121,5;96,5;161,5;;93,5;;;;;;3551859,45;positivo
Iporã;2011;4774;185;25459768,98;4;27045;3472;12998;56;3219;22,83;651,329;619,41;7152;473;177;748808;296;;1964;;;;695;0,7114;87;5;131;94,68;;81,38;80,85;78,72;23201708,76;80,85;118,09;77,13;95,21;;80,85;;;;;;2258060,22;positivo
Iracema do Oeste;2011;772;25;8253458,01;;3768;535;19429;3;546;30,93;82,453;569,09;1079;102;53;112236;49;;341;;;;103;0,6971;;;29;110,53;;136,84;136,84;100;7927092,51;136,84;200;121,05;136,84;;115,79;;;;;;326365,5;positivo
Irati;2011;16703;814;77224890,14;5;95510;1776;16371;416;13049;56,77;995,289;150,34;26326;1202;622;2409262;580;;8407;;;;2792;0,728;648;5;431;99,62;;103,18;100,76;108,14;68298517,15;94,78;98,35;100,13;112,09;;101,15;;;;;;8926372,99;positivo
Iretama;2011;2514;159;20730104,42;3;13121;1672;10603;11;2792;18,59;568,33;392,3;3511;370;188;382983;182;;1894;;;;528;0,6616;;;93;122,22;;115,08;119,84;95,24;17045048,7;116,67;154,76;107,94;96,83;;119,84;;;;;;3685055,72;positivo
Itaguajé;2011;1412;54;10430647,2;1;5891;832;11211;11;1116;23,89;190,614;520,67;2140;179;85;231999;94;;707;;;;230;0,6249;;2;43;92,59;;112,96;125,93;109,26;9498253,24;114,81;196,3;112,96;103,7;;124,07;;;;;;932393,959999999;positivo
Itaipulândia;2011;2853;137;41893561,77;1;28994;1838;19158;64;2296;27,67;332,317;617,71;4327;417;273;456176;144;;1569;;;;310;0,7773;;;53;108,2;;112,3;125,41;94,26;41343747,45;114,75;105,74;100;101,64;;127,05;;;;;;549814,32;positivo
Itambaracá;2011;2071;75;11615471,46;;7728;905;12433;2;1663;32,54;206,933;419,45;2455;280;141;311000;139;;988;;;;395;0,651;;;68;78;;67;77;69;10797187,45;80;117;77;76;;77;;;;;;818284,010000002;positivo
Itambé;2011;2020;78;13279756,28;2;9176;1226;18728;7;1252;24,47;244,439;432,97;2972;250;65;318386;185;;728;;;;274;0,7525;;3;41;76,32;;119,74;147,37;142,11;13212639,24;118,42;106,58;82,89;147,37;;121,05;;;;;;67117,0399999991;positivo
Itapejara d'Oeste;2011;2740;119;20933343,2;2;41189;937;18961;39;2142;41,84;254,207;443,86;4909;233;;386613;233;;1448;;;;461;0,6806;;;62;117,27;;130;125,45;120;19832396,62;110,91;156,36;133,64;138,18;;126,36;;;;;;1100946,58;positivo
Itaperuçu;2011;5952;497;28630210,94;1;25469;8274;13642;39;5696;75,7;320,158;30,76;8734;612;121;895810;491;;4454;;;;630;0,5516;;3;155;175;;129,77;118,18;127,27;25613310,71;53,86;47,05;43,41;111,59;;118,86;;;;;;3016900,23;positivo
Itaúna do Sul;2011;1168;60;9261462,62;1;3619;1338;11203;7;879;27,43;128,223;584,35;1415;135;59;185824;76;;582;;;;162;0,6386;;;36;93,33;;95;101,67;105;8676088,07;105;131,67;76,67;81,67;;100;;;;;;585374,549999999;positivo
Ivaí;2011;2116;198;17768544,17;3;12987;1221;16123;21;3075;21,14;609,538;204,68;5199;140;;296766;140;;2320;;;;615;0,5601;;1;88;92,49;;73,71;94,84;89,2;17089852,42;79,81;146,48;101,41;97,65;;94,37;;;;;;678691,75;positivo
Ivaiporã;2011;11302;382;39571122,89;4;39787;4164;12362;206;7463;73,12;434,662;384,07;16505;1029;309;1805805;720;;4289;;;;1749;0,7282;396;6;264;110,99;;112,87;127,08;90,88;38022933,46;101,61;150,67;110,72;96,78;;129,22;;;;;;1548189,43;positivo
Ivaté;2011;2353;110;12628611,15;1;8954;1184;17835;21;1562;18,37;411,563;619,84;3226;206;86;366753;120;;1076;;;;280;0,7715;;1;50;156,47;;158,82;152,94;134,12;11652330,51;120;118,82;103,53;131,76;;155,29;;;;;;976280,640000001;positivo
Ivatuba;2011;758;26;8535862,49;;4824;520;18223;5;1048;31,84;95,076;469,93;1078;132;53;137667;79;;514;;;;402;0,7617;;3;24;109,38;;75;78,13;65,63;8021863,52;81,25;112,5;78,13;78,13;;78,13;;;;;;513998,970000001;positivo
Jaboti;2011;1462;70;9407663,88;;4759;1187;10393;4;1163;35,45;138,969;314,72;1717;110;49;212603;61;;786;;;;267;0,6896;;;43;101,61;;159,68;166,13;167,74;10272360,23;108,06;177,42;175,81;141,94;;167,74;;;;;;-864696,35;negativo
Jacarezinho;2011;13247;564;54107944,52;5;86374;9301;16381;331;9822;64,8;603,111;385,6;16728;1191;738;2582480;453;;6213;;;;1680;0,7484;738;15;346;101,34;;95,14;94,97;93,47;54083685,71;90,79;125,8;85,93;92,13;;94,97;;;;;;24258,8100000024;positivo
Jaguapitã;2011;4549;174;23232119,12;4;58940;2337;28807;40;2802;25,76;478,452;437,43;5122;439;66;900000;373;;1795;;;;568;0,7551;;2;122;107,01;;116,56;122,93;119,11;21524147,85;98,09;147,13;115,92;107,64;;122,93;;;;;;1707971,27;positivo
Jaguariaíva;2011;11565;505;52736922,24;4;566845;;23060;71;7993;22,48;1456,401;228,75;12799;672;253;1530000;419;;5268;;;;1728;0,6964;325;3;232;103,42;;94,05;93,87;92,79;55499552,21;91,17;105,95;88,65;102,52;;98,56;;;;;;-2762629,97;negativo
Jandaia do Sul;2011;7318;257;27686944,78;5;31329;5054;22329;121;4380;108,17;187,811;382,6;10789;737;286;1220172;451;;2667;;;;877;0,7749;99;4;168;117,67;;111,21;110,34;107,76;27129736,96;113,79;163,36;114,66;106,9;;109,05;;;;;;557207,82;positivo
Janiópolis;2011;1975;69;13154082,85;1;7060;1523;14208;1;1359;18,99;337,687;492,92;2501;172;54;292884;118;;900;;;;287;0,7318;;;52;107,69;;95,38;96,92;95,38;12473418,66;87,69;130,77;96,92;118,46;;95,38;;;;;;680664,189999999;positivo
Japira;2011;1116;56;10385916,58;;4762;1045;12738;6;988;25,94;189,08;303,63;1326;92;43;161808;49;;695;;;;201;0,6364;;;39;80;;85;91,67;105;10181943,77;106,67;116,67;118,33;118,33;;91,67;;;;;;203972,810000001;positivo
Japurá;2011; ;102;14019913,83;1;18997;829;12206;11;1650;51,71;166,515;528,54;4368;208;110;;98;;1104;;;;338;0,7695;;3;70;99,08;;88,99;88,99;83,49;12684739,94;78,9;114,68;95,41;87,16;;91,74;;;;;;1335173,89;positivo
Jardim Alegre;2011;2837;145;18837089,97;3;11752;2831;9952;;2739;29,75;410,772;381,66;4932;370;66;425884;304;;1593;;;;776;0,5736;;2;74;116,3;;111,85;125,93;90,37;18920022,7;111,11;134,07;109,63;94,81;;125,19;;;;;;-82932,7300000005;negativo
Jardim Olinda;2011; ;30;7451490,08;;1846;438;18557;;383;10,91;128,473;539,47;900;98;73;;25;;198;;;;87;0,7355;;;9;96,3;;96,3;85,19;81,48;6440640,37;107,41;107,41;85,19;70,37;;85,19;;;;;;1010849,71;positivo
Jataizinho;2011;4451;178;20099025,44;2;21398;3512;10839;13;3103;73,58;161,977;399,69;5342;407;243;683000;164;;2148;;;;548;0,686;;;78;86,36;;104,55;108,52;101,14;19619276,67;106,82;134,66;105,11;95,45;;107,95;;;;;;479748,77;positivo
Jesuítas;2011;2450;84;15558622,26;2;14481;1327;18558;30;1775;35,87;249,207;578,32;4680;268;134;371263;134;;1150;;;;357;0,7501;;1;66;65,49;;76,11;76,99;75,22;15551184,61;85,84;100,88;92,04;84,96;;76,99;;;;;;7437,65000000037;positivo
Joaquim Távora;2011;3769;131;17312731,43;4;28153;471;21223;29;2351;37,39;289,337;336,25;4269;460;280;566064;180;;1488;;;;403;0,7301;;;112;91,16;;64,63;86,39;68,03;17318238,33;65,31;96,6;87,76;78,23;;86,39;;;;;;-5506,89999999851;negativo
Jundiaí do Sul;2011;874;33;8602281,54;;5395;446;15158;;844;10,68;319,744;354,35;867;119;67;127108;52;;542;;;;183;0,711;;;27;97,14;;128,57;120;111,43;7551575,34;122,86;105,71;97,14;102,86;;122,86;;;;;;1050706,2;positivo
Juranda;2011;2505;102;16598549,21;1;10530;2109;22816;17;1696;21,99;345,757;516,44;3934;206;121;374946;85;;1130;;;;360;0,74;;;43;131,94;;140,28;144,44;116,67;15238798,73;141,67;118,06;130,56;136,11;;143,06;;;;;;1359750,48;positivo
Jussara;2011;2593;90;14399578,12;;14200;1815;15538;;1418;31,94;207,709;514,61;3055;226;75;456210;151;;901;;;;291;0,7347;;2;45;86,92;;81,31;81,31;71,96;13073810,87;84,11;100,93;81,31;85,05;;76,64;;;;;;1325767,25;positivo
Kaloré;2011;1608;43;9386699,57;;4741;1031;12749;4;841;23,03;193,908;374,45;2116;161;73;110000;88;;510;;;;170;0,748;;2;42;94,74;;105,26;105,26;131,58;9017973,28;97,37;168,42;115,79;142,11;;105,26;;;;;;368726,290000001;positivo
Lapa;2011;10396;623;74240941,47;5;94452;3130;18843;171;10098;21,52;2097,751;72,1;18473;800;410;1553113;390;;7103;;;;2037;0,68;158;9;308;94,9;;85,01;106,38;55,98;64495257,43;78,95;74;70,97;95,85;;183,57;;;;;;9745684,04;positivo
Laranjal;2011;758;99;11436282,98;1;3851;1471;7742;5;1861;11,3;558,013;415,45;1255;136;83;101858;53;;1396;;;;329;0,5267;;1;29;92;;97;99;88;10738687,17;92;108;98;83;;99;;;;;;697595,810000001;positivo
Laranjeiras do Sul;2011;9061;491;45901793,37;5;43949;6835;11066;182;7776;45,8;673,313;361,48;12081;1087;374;1318983;713;;4948;;;;1729;0,724;12;8;205;108,11;;98,65;99,32;97,52;42538754,24;104,95;140,32;108,11;100,23;;99,77;;;;;;3363039,13;positivo
Leópolis;2011;1100;57;10835095,62;;5852;936;18528;6;968;11,92;345,957;416,32;1317;184;96;179724;88;;602;;;;182;0,6537;;;28;106;;86;76;78;10200652,58;110;96;80;90;;76;;;;;;634443,039999999;positivo
Lidianópolis;2011;1035;53;10223927,06;;3949;1031;11669;;783;25,64;152,533;371,86;1645;134;72;152924;62;;466;;;;183;0,719;;1;23;134,78;;117,39;126,09;189,13;9343072,35;102,17;143,48;91,3;156,52;;126,09;;;;;;880854,710000001;positivo
Lindoeste;2011;971;71;11652854,82;;6115;;17037;;1340;14,67;360,991;537,85;1980;193;102;147849;91;;855;;;;292;0,6577;;;32;13,79;;113,79;117,24;103,45;10748919,16;103,45;156,9;124,14;125,86;;124,14;;;;;;903935,66;positivo
Loanda;2011;7549;314;36323950,84;4;43708;2504;12269;108;4866;29,63;719,86;576,4;10931;744;250;1281154;494;;2887;;;;978;0,7346;257;3;162;99,67;;92,33;99;98,33;32289434,53;84,33;140,67;116,33;91;;99,33;;;;;;4034516,31;positivo
Lobato;2011;1879;58;12697733,47;1;15712;772;27172;23;1023;18,46;239,801;467,44;2142;219;144;300000;75;;605;;;;199;0,8313;;;30;106,82;;95,45;97,73;77,27;12846634,6;100;109,09;104,55;90,91;;97,73;;;;;;-148901,129999999;negativo
Londrina;2011;203128;7022;1003914345,24;82;1247314;59683;24515;6027;111071;308,63;1656,606;377,77;304304;17172;5192;35911366;11980;;68550;;;;21114;0,8339;4235;118;3272;108,24;;89,45;92,8;81,51;985761116,85;88,74;112,47;88;90,42;;94,45;;;;;;18153228,39;positivo
